83.72,83.7
637.50,637.5
V68.01,V68.0
834.01,834.0
800.11,800.1
062.8,062
755.59,755.5
22.19,22.1
867.5,867
527.4,527
313.82,313.8
433.20,433.2
238.76,238.7
198.4,198
E831.8,E831
377.41,377.4
569.5,569
E868.3,E868
173.11,173.1
V72.85,V72.8
863,860-869.99
E943.6,E943
14.73,14.7
532.70,532.7
370.07,370.0
297.9,297
16.71,16.7
E838.2,E838
99.3,99
V70.6,V70
972.2,972
992.0,992
277.83,277.8
649.01,649.0
016.6,016
03,01-05.99
E862,E860-E869.9
32.22,32.2
375.61,375.6
E929.1,E929
V05.2,V05
972.5,972
768.0,768
10.31,10.3
377.71,377.7
611.82,611.8
80.52,80.5
765.12,765.1
360.8,360
6,3
733.29,733.2
947.8,947
E878.8,E878
22.7,22
E940.8,E940
07.49,07.4
801.99,801.9
345.00,345.0
187.4,187
440.31,440.3
234,230-234.99
438.42,438.4
989.9,989
482.41,482.4
00.85,00.8
E002.1,E002
729.31,729.3
88.31,88.3
621.1,621
961.2,961
601.3,601
64.42,64.4
07.4,07
346.61,346.6
45.12,45.1
366.41,366.4
79.13,79.1
639,634-639.99
848.3,848
757.0,757
99.83,99.8
643.00,643.0
E812.7,E812
75.94,75.9
E812.5,E812
736.42,736.4
77.92,77.9
679.04,679.0
V58.89,V58.8
V47,V40-V49.99
597,590-599.99
012.01,012.0
11.71,11.7
099.2,099
012.03,012.0
427.42,427.4
493.82,493.8
21.83,21.8
944.25,944.2
E819.1,E819
204.1,204
198.7,198
E947.0,E947
209.20,209.2
803.21,803.2
E906.4,E906
E906.2,E906
590.1,590
54.99,54.9
22.79,22.7
371.42,371.4
371.40,371.4
838.09,838.0
795.06,795.0
976.8,976
87.16,87.1
795.04,795.0
628,617-629.99
852.44,852.4
299,295-299.99
978.9,978
895,890-897.99
87.03,87.0
395.1,395
055.0,055
648.24,648.2
648.22,648.2
E946.8,E946
285.29,285.2
017.23,017.2
V69.2,V69
97.72,97.7
017.25,017.2
002,001-009.99
736.72,736.7
531.91,531.9
27.29,27.2
87.1,87
306.7,306
E008.1,E008
926,925-929.99
969.72,969.7
766.2,766
E928.9,E928
649.40,649.4
879.4,879
V26.21,V26.2
07.93,07.9
360.42,360.4
76.77,76.7
360.40,360.4
230.5,230
250.3,250
478.29,478.2
943.09,943.0
75.0,75
803.53,803.5
803.51,803.5
295.70,295.7
165.8,165
712.30,712.3
36.34,36.3
635.12,635.1
884,880-887.99
781.6,781
10.5,10
363.52,363.5
665.71,665.7
E836.8,E836
861.11,861.1
374.84,374.8
374.82,374.8
716.06,716.0
749.1,749
E008,E001-E030.9
571.40,571.4
729.3,729
384.1,384
673.03,673.0
93.43,93.4
95.41,95.4
02.4,02
131.0,131
E818.7,E818
656.53,656.5
996.63,996.6
656.51,656.5
E818.9,E818
50.24,50.2
593.70,593.7
52.22,52.2
015.13,015.1
586,580-589.99
375.03,375.0
066.3,066
086.1,086
693.1,693
519.8,519
770.3,770
154.8,154
928.11,928.1
911.2,911
654.41,654.4
E832.5,E832
628.3,628
98.21,98.2
05.2,05
660.8,660
550.0,550
706,700-709.99
341,340-349.99
E873.3,E873
027.9,027
525.62,525.6
046.72,046.7
351.8,351
37.49,37.4
966.3,966
626.2,626
06.09,06.0
E926.2,E926
V59.01,V59.0
88.75,88.7
478.33,478.3
803.95,803.9
54.74,54.7
189.4,189
E875.9,E875
618.09,618.0
00.63,00.6
801.7,801
957.1,957
362.10,362.1
614-616.99,580-629.99
592.1,592
97.03,97.0
206.91,206.9
99.01,99.0
362.40,362.4
380.51,380.5
040.41,040.4
194,190-199.99
378.62,378.6
82.35,82.3
232.5,232
902.89,902.8
E983,E980-E989.9
900.82,900.8
354.9,354
897,890-897.99
059.1,059
711.58,711.5
312.01,312.0
18.7,18
727.42,727.4
727.40,727.4
20.59,20.5
955.3,955
599,590-599.99
53.0,53
719.13,719.1
05.29,05.2
V49,V40-V49.99
787.63,787.6
014.01,014.0
890.1,890
533.91,533.9
76.68,76.6
730.87,730.8
671.40,671.4
V64.00,V64.0
72.3,72
832.12,832.1
480-488.99,460-519.99
48.32,48.3
652.9,652
669.81,669.8
349.89,349.8
E871.1,E871
255.4,255
14.34,14.3
48.35,48.3
201.7,201
415.12,415.1
913.2,913
646.03,646.0
E873,E870-E876.9
836.0,836
357.1,357
83.75,83.7
886,880-887.99
675.01,675.0
249.50,249.5
675.03,675.0
714.30,714.3
924.5,924
V44.52,V44.5
39.74,39.7
277.88,277.8
588,580-589.99
813.80,813.8
851.71,851.7
21.61,21.6
626.5,626
E879.5,E879
V53.02,V53.0
E879.3,E879
473.1,473
660.40,660.4
279.12,279.1
801.32,801.3
530.5,530
E838.7,E838
18.79,18.7
133.0,133
05.8,05
530.8,530
E013.1,E013
37.96,37.9
777.5,777
437.4,437
32.49,32.4
456.20,456.2
V59.0,V59
825.0,825
13.19,13.1
93.21,93.2
788.8,788
E906.9,E906
12.39,12.3
304.11,304.1
46.24,46.2
E962.0,E962
721.41,721.4
070.44,070.4
646.33,646.3
372.63,372.6
836.3,836
719.52,719.5
224.6,224
V14.7,V14
709.0,709
V49.74,V49.7
641.9,641
676.94,676.9
38.59,38.5
564.7,564
882.2,882
808.5,808
287.41,287.4
E813.4,E813
804.44,804.4
79.97,79.9
12.3,12
102.2,102
122.0,122
82.95,82.9
190.5,190
098.19,098.1
098.17,098.1
009.1,009
349.2,349
209-209.99,140-239.99
924.10,924.1
63.52,63.5
E819.4,E819
82.82,82.8
098.49,098.4
403.91,403.9
652.50,652.5
144,140-149.99
125.1,125
414.05,414.0
E811.2,E811
417.9,417
726.65,726.6
437.7,437
726.63,726.6
663.80,663.8
213.6,213
136.4,136
13.7,13
459.30,459.3
804.74,804.7
58.91,58.9
530.10,530.1
39.61,39.6
760.1,760
420.0,420
365.82,365.8
707.04,707.0
235.9,235
89.43,89.4
707.06,707.0
378.06,378.0
644.21,644.2
342.02,342.0
60.1,60
091.0,091
68.15,68.1
260,260-269.99
718.34,718.3
E980.1,E980
16.02,16.0
718.36,718.3
678.0,678
35.32,35.3
01.31,01.3
564.02,564.0
013.24,013.2
013.22,013.2
38,35-39.99
249.80,249.8
641.20,641.2
410.72,410.7
V17.2,V17
114.1,114
27.54,27.5
48.82,48.8
12.83,12.8
V16.42,V16.4
77.20,77.2
851.7,851
800.55,800.5
077.9,077
676.2,676
836,830-839.99
788.42,788.4
690-698.99,680-709.99
522.9,522
338.2,338
V15.1,V15
840.4,840
032.83,032.8
032.81,032.8
224.9,224
864.09,864.0
88.28,88.2
538,520-579.99
775.7,775
12.9,12
916.6,916
777.8,777
633.21,633.2
E852.0,E852
667.0,667
647.2,647
00.16,00.1
92.0,92
307.1,307
553.00,553.0
E019.1,E019
V72.3,V72
553.02,553.0
423.1,423
948.61,948.6
763.2,763
646.42,646.4
V72.6,V72
282.5,282
948.91,948.9
750.26,750.2
66.97,66.9
764.00,764.0
E858.2,E858
E858.0,E858
923.03,923.0
820.9,820
712.35,712.3
608.81,608.8
E920.0,E920
974.2,974
12.86,12.8
46.71,46.7
825,820-829.99
77.23,77.2
041.0,041
090.41,090.4
647.5,647
307.4,307
372.05,372.0
674.24,674.2
744.9,744
V87.09,V87.0
140.5,140
851.02,851.0
851.00,851.0
300.22,300.2
70.75,70.7
97.4,97
853.09,853.0
840-848.99,800-999.99
E904,E900-E909.9
151.8,151
V09.0,V09
V61.3,V61
77.3,77
V10.11,V10.1
524.29,524.2
81.01,81.0
V41.8,V41
200.53,200.5
V10.43,V10.4
17.36,17.3
963.2,963
20.8,20
250.92,250.9
250.90,250.9
794,790-796.99
386.52,386.5
799.81,799.8
634.4,634
727.8,727
00.7,00-00.99
362.8,362
651.73,651.7
014,010-018.99
451.19,451.1
733.9,733
42.42,42.4
838.13,838.1
838.11,838.1
E019,E001-E030.9
491.22,491.2
710.1,710
00.76,00.7
00.60,00.6
183.0,183
721.4,721
14.51,14.5
33,30-34.99
288.9,288
251,249-259.99
942.09,942.0
296.82,296.8
669.0,669
648.42,648.4
201.18,201.1
201.16,201.1
667.04,667.0
647.24,647.2
75.4,75
V54.23,V54.2
V54.21,V54.2
999.84,999.8
999.82,999.8
616,614-616.99
116.1,116
456.2,456
78.95,78.9
44.94,44.9
866.12,866.1
363.61,363.6
528.09,528.0
868.19,868.1
E816.5,E816
203.1,203
780.91,780.9
665.80,665.8
596.59,596.5
215.6,215
318,317-319.99
89.21,89.2
072.72,072.7
425.1,425
765.2,765
785.0,785
560,560-569.99
46.02,46.0
12.01,12.0
V57.89,V57.8
716.15,716.1
427.2,427
313.22,313.2
369.04,369.0
011.01,011.0
062.2,062
011.03,011.0
153.8,153
493.9,493
978.3,978
385.35,385.3
E871.6,E871
011.33,011.3
09.7,09
66.72,66.7
90.7,90
78.82,78.8
941.50,941.5
11.59,11.5
524.20,524.2
258.03,258.0
562.11,562.1
414.1,414
754.2,754
42.99,42.9
44.97,44.9
46.62,46.6
12.61,12.6
31.91,31.9
377.9,377
233.31,233.3
943,940-949.99
V23.41,V23.4
425.4,425
714.33,714.3
648.72,648.7
275.41,275.4
079.9,079
70.50,70.5
524.9,524
813.83,813.8
851.76,851.7
55.89,55.8
23.6,23
360.2,360
380.0,380
914,910-919.99
967.0,967
236.99,236.9
85.45,85.4
V10.87,V10.8
596.89,596.8
085.1,085
374.05,374.0
642.32,642.3
V89.09,V89.0
016.25,016.2
853.00,853.0
86.98,86.9
642.41,642.4
733.92,733.9
142.8,142
17.11,17.1
796,790-796.99
733.94,733.9
016.55,016.5
278.4,278
99.58,99.5
08.83,08.8
800.6,800
77.67,77.6
723.4,723
E830-E838.9,E800-E848.9
V12.41,V12.4
V79.8,V79
755.38,755.3
755.36,755.3
42.86,42.8
681.1,681
95.13,95.1
719.57,719.5
482.9,482
6,8
V20.0,V20
712.1,712
780.6,780
634.12,634.1
11,08-16.99
383.1,383
827,820-829.99
08.9,08
600.20,600.2
649.5,649
65.92,65.9
379.27,379.2
054.3,054
041.04,041.0
95.2,95
305.32,305.3
451.8,451
49.47,49.4
842.00,842.0
647.54,647.5
307.44,307.4
020.4,020
355.71,355.7
746.3,746
698.8,698
015.91,015.9
803.7,803
E991.1,E991
201,200-208.99
E950.3,E950
E950.1,E950
568.81,568.8
208.91,208.9
550.90,550.9
959.1,959
438.21,438.2
E852.3,E852
49.91,49.9
801.76,801.7
330.0,330
88.6,88
670.1,670
145.9,145
03.39,03.3
37.24,37.2
305.62,305.6
359.79,359.7
252.02,252.0
352.3,352
41.02,41.0
372.1,372
012.2,012
88.50,88.5
729.8,729
653.71,653.7
079.50,079.5
653.73,653.7
845.10,845.1
366.20,366.2
440.8,440
780.9,780
07.68,07.6
735.0,735
596.2,596
84.21,84.2
362.84,362.8
31.94,31.9
03.3,03
94.33,94.3
96.31,96.3
E993.7,E993
701.1,701
736.21,736.2
928.3,928
E840.1,E840
599.3,599
852.23,852.2
278.00,278.0
852.21,852.2
834.12,834.1
352.6,352
134.9,134
008.67,008.6
523.41,523.4
79.28,79.2
677,670-677.99
023.8,023
53.72,53.7
E822.2,E822
26.32,26.3
95.16,95.1
93.18,93.1
29,21-29.99
04.41,04.4
V15.53,V15.5
642.73,642.7
642.71,642.7
02.43,02.4
276.6,276
379,360-379.99
V66.7,V66
617-629.99,580-629.99
716.84,716.8
834.10,834.1
148.1,148
704.2,704
88.53,88.5
80.45,80.4
917.0,917
789.63,789.6
380.39,380.3
202.90,202.9
432.9,432
917.3,917
015.6,015
E858.5,E858
70.1,70
719.96,719.9
358.30,358.3
803.30,803.3
608.86,608.8
E869.2,E869
E869.0,E869
013.66,013.6
838.16,838.1
371.51,371.5
146.3,146
E835.8,E835
654.9,654
369.62,369.6
369.60,369.6
239.7,239
E931.0,E931
259.5,259
852.53,852.5
E893,E890-E899.9
648.01,648.0
356.9,356
59.02,59.0
78.48,78.4
83.0,83
V58.66,V58.6
765.21,765.2
V60,V60-V69.99
616.0,616
137.1,137
477.2,477
531.70,531.7
761.7,761
49.94,49.9
059.12,059.1
E997.3,E997
253.1,253
E997.1,E997
438.51,438.5
16.59,16.5
37.87,37.8
37.71,37.7
V10.48,V10.4
180.0,180
952.9,952
78.35,78.3
10.49,10.4
789.05,789.0
715.10,715.1
715.12,715.1
808.52,808.5
808.54,808.5
643.9,643
V16.7,V16
12.14,12.1
568.8,568
V08,V07-V09.99
V18.8,V18
208.9,208
780.61,780.6
637.01,637.0
620.1,620
754.59,754.5
75.50,75.5
16.5,16
774.39,774.3
91.31,91.3
68.3,68
339.01,339.0
017.02,017.0
211.0,211
V01.1,V01
333.4,333
884.2,884
656.30,656.3
996.42,996.4
996.40,996.4
730.9,730
493.91,493.9
48.79,48.7
656.60,656.6
851.46,851.4
627,617-629.99
524.6,524
262,260-269.99
053.13,053.1
863.92,863.9
08.36,08.3
E937.2,E937
681.11,681.1
015.20,015.2
015.22,015.2
642.02,642.0
90.1,90
391.0,391
32.27,32.2
23.09,23.0
42.39,42.3
654.50,654.5
800.99,800.9
743.59,743.5
344.02,344.0
E010.2,E010
903.0,903
93.65,93.6
90.16,90.1
539.09,539.0
451.81,451.8
36.91,36.9
346.12,346.1
33.42,33.4
228.00,228.0
302.6,302
017.32,017.3
E899,E890-E899.9
458.0,458
E961,E960-E969.9
040,030-041.99
762.1,762
093.0,093
80.92,80.9
296.52,296.5
997.5,997
81.20,81.2
525.67,525.6
356.1,356
016.0,016
E873.8,E873
E873.6,E873
202.8,202
773.4,773
753.6,753
719.16,719.1
80.40,80.4
290.42,290.4
719.18,719.1
014.04,014.0
200.86,200.8
200.88,200.8
E850.9,E850
784.7,784
388.11,388.1
016.16,016.1
E942.0,E942
99.4,99
V15.03,V15.0
V70.0,V70
182,179-189.99
531.6,531
146.6,146
126.8,126
530.84,530.8
E967.5,E967
E967.3,E967
128.9,128
535.11,535.1
358.2,358
491,490-496.99
70.94,70.9
16.81,16.8
160-165.99,140-239.99
51.64,51.6
806.18,806.1
80.18,80.1
14.83,14.8
999.73,999.7
659.63,659.6
493.11,493.1
115.10,115.1
532.40,532.4
11.21,11.2
845,840-848.99
45.22,45.2
79.23,79.2
345.1,345
005.0,005
80.05,80.0
480,480-488.99
V24.1,V24
438.5,438
377.11,377.1
016.3,016
356.4,356
305.23,305.2
10.41,10.4
718.97,718.9
084.8,084
569.2,569
675.94,675.9
V53.91,V53.9
744.83,744.8
77.42,77.4
769,764-779.99
455.9,455
202.12,202.1
524.11,524.1
202.10,202.1
V81.3,V81
562.02,562.0
02.03,02.0
327.4,327
362.43,362.4
664.64,664.6
878.2,878
00.95,00.9
861.20,861.2
99.33,99.3
731.3,731
49.51,49.5
654.1,654
34.83,34.8
800.19,800.1
99.36,99.3
711.8,711
E836.4,E836
867.2,867
816.03,816.0
78.08,78.0
845.03,845.0
312.34,312.3
V62.1,V62
010.15,010.1
208.82,208.8
046.19,046.1
272.0,272
208.80,208.8
902.41,902.4
989.6,989
825.21,825.2
845.01,845.0
E813.7,E813
56.74,56.7
535.50,535.5
34.9,34
388.41,388.4
371.5,371
98.18,98.1
03.5,03
E879.8,E879
V70.3,V70
944.51,944.5
07.43,07.4
755.29,755.2
755.27,755.2
816.01,816.0
198.1,198
E948.2,E948
202.42,202.4
643.1,643
303.0,303
983.2,983
81.80,81.8
V16.2,V16
67.69,67.6
132,130-136.99
371.8,371
75.1,75
87.2,87
011.9,011
97.25,97.2
852.14,852.1
852.12,852.1
V69,V60-V69.99
707.09,707.0
E988.8,E988
618.7,618
958.8,958
289.7,289
09.11,09.1
941.1,941
08.0,08
776.8,776
402.10,402.1
293.84,293.8
08.09,08.0
666.0,666
438.12,438.1
308.2,308
360.5,360
V73.4,V73
810.02,810.0
374.9,374
519.2,519
765.10,765.1
804.79,804.7
783.21,783.2
635.2,635
079.1,079
531.61,531.6
V58,V50-V59.99
E893.1,E893
646.5,646
258.9,258
V10.09,V10.0
327.11,327.1
V10.07,V10.0
703.9,703
723.7,723
306.4,306
78.52,78.5
964.0,964
718.39,718.3
E980.4,E980
371.10,371.1
V84.02,V84.0
930.1,930
87.13,87.1
719,710-719.99
405.9,405
369.21,369.2
E819.9,E819
40.22,40.2
795.71,795.7
747.42,747.4
996.01,996.0
781.99,781.9
430,430-438.99
55,55-59.99
272.3,272
848.0,848
523.32,523.3
V42.6,V42
863.44,863.4
201.65,201.6
346.70,346.7
63.84,63.8
97.85,97.8
42.56,42.5
78.55,78.5
624.2,624
017.90,017.9
E800-E848.9,E000-E999.9
96.01,96.0
745.60,745.6
15.1,15
656.21,656.2
996.31,996.3
636.41,636.4
013,010-018.99
953.0,953
789.61,789.6
202.81,202.8
376.34,376.3
376.32,376.3
39.93,39.9
821.32,821.3
V20.3,V20
10.6,10
230.2,230
94.36,94.3
764.91,764.9
011.50,011.5
090,090-099.99
6,9
16.21,16.2
14.23,14.2
81.99,81.9
374.52,374.5
83.97,83.9
62.69,62.6
659.33,659.3
661.20,661.2
681.00,681.0
51.61,51.6
551.1,551
42.59,42.5
92.25,92.2
208.11,208.1
E863.3,E863
38.12,38.1
04.11,04.1
296.43,296.4
296.41,296.4
727.06,727.0
796.74,796.7
E012.2,E012
665.41,665.4
780.50,780.5
760.72,760.7
760.70,760.7
142.0,142
327.41,327.4
808.43,808.4
585.9,585
016.72,016.7
39.96,39.9
975,960-979.99
764.03,764.0
321.8,321
729.0,729
E920.5,E920
948.98,948.9
82.2,82
948.96,948.9
49.04,49.0
730.13,730.1
730.11,730.1
94.3,94
922.2,922
363.22,363.2
902.4,902
363.20,363.2
15.19,15.1
117.6,117
381.63,381.6
420.90,420.9
574.20,574.2
866.03,866.0
866.01,866.0
718.0,718
784.4,784
47.99,47.9
300,300-316.99
648.31,648.3
520.3,520
569.89,569.8
558,555-558.99
455.6,455
27.73,27.7
193,190-199.99
872.9,872
851.35,851.3
222.3,222
E874.0,E874
50,42-54.99
813.44,813.4
773.1,773
747.81,747.8
V09.51,V09.5
636.71,636.7
574.9,574
698.0,698
E833.2,E833
03.31,03.3
E833.0,E833
28.6,28
47.9,47
863.83,863.8
369.2,369
65.52,65.5
275.02,275.0
370.33,370.3
08.5,08
81.33,81.3
634.61,634.6
368.44,368.4
50.12,50.1
674.9,674
E016.9,E016
092,090-099.99
743.11,743.1
801.00,801.0
654.83,654.8
365.9,365
801.02,801.0
692.76,692.7
851.79,851.7
434.11,434.1
V44.9,V44
002.0,002
12.4,12
823.32,823.3
268.2,268
521.11,521.1
V90.8,V90
76.65,76.6
873.71,873.7
533.61,533.6
955.0,955
935.2,935
711.28,711.2
711.26,711.2
204.81,204.8
70.22,70.2
E890.2,E890
378.30,378.3
112.8,112
E814.4,E814
378.32,378.3
380.21,380.2
266.1,266
572.3,572
521.13,521.1
825.39,825.3
E981.1,E981
01.41,01.4
433.90,433.9
8,6
663.9,663
323.8,323
977,960-979.99
V02.8,V02
799.5,799
06.6,06
82.92,82.9
190.2,190
25.9,25
872.64,872.6
806.24,806.2
743.41,743.4
170.4,170
97.63,97.6
92.16,92.1
800.81,800.8
793.80,793.8
200.62,200.6
200.60,200.6
785.51,785.5
338.29,338.2
98.5,98
249.9,249
E014.1,E014
676.32,676.3
173.81,173.8
658.21,658.2
998.31,998.3
410.8,410
39.71,39.7
904.4,904
40.69,40.6
365.20,365.2
924.2,924
595.2,595
575.4,575
144.0,144
669.51,669.5
755,740-759.99
992.7,992
367.32,367.3
652.6,652
941.53,941.5
12.33,12.3
237.4,237
077.99,077.9
390,390-392.99
34.27,34.2
68.12,68.1
92.1,92
256.31,256.3
524.55,524.5
235.6,235
524.53,524.5
788.5,788
737.33,737.3
733.99,733.9
733.97,733.9
372.31,372.3
410.42,410.4
389.06,389.0
12.93,12.9
46.94,46.9
511.0,511
079.53,079.5
868.01,868.0
851.1,851
E014,E001-E030.9
302,300-316.99
422.90,422.9
663.20,663.2
361.01,361.0
893.2,893
918.1,918
804.12,804.1
307.49,307.4
553.1,553
807.0,807
V72.69,V72.6
57.86,57.8
25.99,25.9
V15.49,V15.4
961.9,961
621.8,621
676.62,676.6
88.38,88.3
224.3,224
564.4,564
E853.0,E853
45.19,45.1
292.8,292
777.2,777
88.25,88.2
916.3,916
726.33,726.3
649.13,649.1
361.31,361.3
155,150-159.99
663.50,663.5
00.2,00-00.99
377.53,377.5
984.8,984
93.5,93
428.9,428
45.79,45.7
E921.0,E921
820.3,820
372.61,372.6
79.64,79.6
070.42,070.4
840.1,840
948.31,948.3
460-519.99,001-999.99
099.9,099
204.8,204
727.89,727.8
652.20,652.2
077.3,077
362.89,362.8
831.03,831.0
522.3,522
92.03,92.0
E980.9,E980
14.01,14.0
718.04,718.0
784.44,784.4
804.42,804.4
950.9,950
533.6,533
E991.4,E991
V40.31,V40.3
77.99,77.9
136.1,136
610.8,610
271,270-279.99
E905,E900-E909.9
281.8,281
7,2
690.11,690.1
170.7,170
364.41,364.4
70.72,70.7
963,960-979.99
366.53,366.5
057.8,057
522.6,522
088.9,088
250.30,250.3
017.93,017.9
E811.0,E811
480.3,480
20.9,20
847,840-848.99
851.4,851
800.25,800.2
27.51,27.5
434.1,434
E870.9,E870
206.22,206.2
206.20,206.2
77.33,77.3
800.23,800.2
789.66,789.6
786.7,786
987.0,987
46,42-54.99
202.86,202.8
00.29,00.2
466.11,466.1
318.1,318
658.2,658
242.01,242.0
46.81,46.8
564.00,564.0
204.10,204.1
278.03,278.0
795.18,795.1
635.82,635.8
369.65,369.6
384.8,384
099.52,099.5
525.7,525
E968.0,E968
852.56,852.5
84.40,84.4
00.73,00.7
34.74,34.7
E931.5,E931
985.2,985
99.11,99.1
020-027.99,001-139.99
75.38,75.3
05.3,05
721.1,721
052.0,052
45.00,45.0
303.02,303.0
371.54,371.5
95.48,95.4
00.8,00-00.99
746.00,746.0
599.83,599.8
V15.88,V15.8
780.55,780.5
151.5,151
059.19,059.1
796.79,796.7
V49.81,V49.8
599.81,599.8
V49.83,V49.8
287.1,287
20.09,20.0
162.8,162
738.5,738
803.35,803.3
608.89,608.8
88.85,88.8
64.96,64.9
66.94,66.9
88.72,88.7
209.64,209.6
295.82,295.8
458.21,458.2
803.65,803.6
923.01,923.0
E817.2,E817
093.21,093.2
285.3,285
727.5,727
451-459.99,390-459.99
29.12,29.1
736.7,736
97.16,97.1
84.43,84.4
82.45,82.4
V59.09,V59.0
021.2,021
738.8,738
302.83,302.8
807.01,807.0
873.41,873.4
360.54,360.5
373.8,373
012.15,012.1
942.30,942.3
942.32,942.3
865.12,865.1
33.5,33
V64.1,V64
90.52,90.5
06.19,06.1
7,3
E874.3,E874
18.29,18.2
E833.5,E833
364.73,364.7
651.41,651.4
05.23,05.2
39.24,39.2
651.43,651.4
V75.4,V75
715.17,715.1
715.15,715.1
287.4,287
V41.5,V41
200.21,200.2
900.9,900
53.69,53.6
E810.8,E810
787.03,787.0
V26.35,V26.3
250.60,250.6
639.0,639
979.1,979
221,210-229.99
998.01,998.0
639.3,639
365.6,365
90.55,90.5
V44.6,V44
671.8,671
V64.4,V64
814.09,814.0
705.9,705
036.8,036
780.94,780.9
665.83,665.8
85.0,85
812.02,812.0
376.9,376
812.00,812.0
V75.7,V75
E908.1,E908
038.9,038
V88.12,V88.1
854.12,854.1
263.0,263
696.5,696
77.80,77.8
011.94,011.9
801.4,801
333.93,333.9
87.92,87.9
22.51,22.5
56.52,56.5
709.09,709.0
724.2,724
530.89,530.8
E967.8,E967
38.09,38.0
21.71,21.7
996.77,996.7
996.75,996.7
593.82,593.8
966.0,966
210,210-229.99
738.10,738.1
V43.82,V43.8
V54.17,V54.1
628.0,628
968.1,968
948.3,948
608.2,608
529.8,529
453.73,453.7
164.8,164
453.75,453.7
V61.04,V61.0
03.4,03
V61.02,V61.0
141.0,141
648.40,648.4
516.4,516
695.53,695.5
E992.1,E992
695.51,695.5
49.44,49.4
806.29,806.2
V72.32,V72.3
388.9,388
780.3,780
V79.2,V79
290.21,290.2
88.03,88.0
065.0,065
86.05,86.0
847.3,847
482.3,482
200.65,200.6
925,925-929.99
518.5,518
153.5,153
V10,V10-V19.99
864.00,864.0
86.65,86.6
88.63,88.6
274.02,274.0
73.92,73.9
E871.4,E871
653.41,653.4
789.01,789.0
289.4,289
E864.0,E864
29.91,29.9
202.21,202.2
223,210-229.99
E830.8,E830
95.26,95.2
902.9,902
741.91,741.9
310.89,310.8
717.0,717
352.0,352
692.1,692
001,001-009.99
723.1,723
361.06,361.0
010.82,010.8
E950-E959.9,E000-E999.9
305.02,305.0
791.6,791
394.1,394
054.0,054
11.5,11
37.34,37.3
722.32,722.3
573.9,573
288.62,288.6
719.27,719.2
719.25,719.2
V60.81,V60.8
122.7,122
17.24,17.2
065.3,065
944.30,944.3
V68.2,V68
99.55,99.5
278.1,278
50.99,50.9
531.01,531.0
369.7,369
V66.4,V66
V15.21,V15.2
82.89,82.8
801.46,801.4
V45.82,V45.8
595.82,595.8
801.44,801.4
V48.7,V48
63.59,63.5
145.6,145
212,210-229.99
772.4,772
341.0,341
93.15,93.1
789.31,789.3
156.9,156
608.24,608.2
24.31,24.3
321.2,321
568.89,568.8
521,520-529.99
493.20,493.2
023.2,023
312.13,312.1
871.9,871
76-84.99,00-99.99
00.51,00.5
091.7,091
362.54,362.5
362.52,362.5
36.19,36.1
59.12,59.1
83.1,83
127.9,127
37.37,37.3
726.2,726
746.0,746
E991.9,E991
16.09,16.0
803.4,803
647.63,647.6
747.21,747.2
282.63,282.6
282.61,282.6
16.6,16
29.59,29.5
779.89,779.8
768,764-779.99
454.9,454
939.3,939
078.11,078.1
004.0,004
761.4,761
897.0,897
78.45,78.4
310.2,310
V23.1,V23
57.17,57.1
E804.1,E804
44.44,44.4
E811.5,E811
V76.49,V76.4
181,179-189.99
928.0,928
369.00,369.0
365.64,365.6
599.0,599
814.00,814.0
E932.0,E932
301.13,301.1
641.23,641.2
E932.2,E932
29.5,29
E894,E890-E899.9
996.5,996
816.12,816.1
669.93,669.9
816.10,816.1
21-29.99,00-99.99
671.84,671.8
523.11,523.1
902.50,902.5
065,060-066.99
715.2,715
510,510-519.99
046.1,046
783.7,783
386.2,386
718.48,718.4
642.1,642
982.2,982
013.36,013.3
908.5,908
943.53,943.5
943.51,943.5
757,740-759.99
994.7,994
443.9,443
550.02,550.0
93.75,93.7
V12.1,V12
656.00,656.0
E979.0,E979
03.9,03
60.92,60.9
255.14,255.1
201.42,201.4
E938.4,E938
414.19,414.1
806.8,806
E938.2,E938
821.11,821.1
E822.0,E822
170,170-176.99
94.55,94.5
228.1,228
V37.00,V37.0
674.94,674.9
839.02,839.0
803.00,803.0
V49.86,V49.8
V46.9,V46
474.00,474.0
873.59,873.5
474.02,474.0
344.1,344
03.96,03.9
37.81,37.8
531.40,531.4
079.99,079.9
996.8,996
239.4,239
873,870-879.99
90.26,90.2
378.18,378.1
355.4,355
202.60,202.6
17.71,17.7
376.11,376.1
304.23,304.2
81.08,81.0
34.02,34.0
374.31,374.3
376.41,376.4
31.41,31.4
08.4,08
948.75,948.7
712.19,712.1
659.8,659
999.9,999
12.11,12.1
294.8,294
24.5,24
81.52,81.5
370.8,370
296.20,296.2
V29.8,V29
93.78,93.7
292.84,292.8
93.62,93.6
800.69,800.6
E828.2,E828
971.2,971
537.4,537
E803.9,E803
810.11,810.1
072.8,072
897.3,897
23.19,23.1
804.86,804.8
55.96,55.9
313.3,313
333.1,333
673.2,673
E817.7,E817
296.9,296
809.0,809
741.9,741
207.82,207.8
004.3,004
344.4,344
90.2,90
327.20,327.2
66.22,66.2
638,634-639.99
88.16,88.1
273,270-279.99
09.8,09
764.12,764.1
959.19,959.1
730.20,730.2
44.91,44.9
78.92,78.9
379.53,379.5
665.50,665.5
600.3,600
780.99,780.9
363.31,363.3
V59.71,V59.7
08.49,08.4
197.4,197
